"ITEM_SEQ","ITEM_NAME","ENTP_SEQ","ENTP_NAME","CHARTN","ITEM_IMAGE","PRINT_FRONT","PRINT_BACK","DRUG_SHAPE","COLOR_CLASS1","COLOR_CLASS2","LINE_FRONT","LINE_BACK","LENG_LONG","LENG_SHORT","THICK","IMG_REGIST_TS","CLASS_NO","ETC_OTC_CODE","ITEM_PERMIT_DATE","SHAPE_CODE","MARK_CODE_FRONT_ANAL","MARK_CODE_BACK_ANAL","MARK_CODE_FRONT_IMG","MARK_CODE_BACK_IMG","ITEM_ENG_NAME","EDI_CODE"
"202500072","카리포맨연질캡슐(쿠쿠르비트종자유엑스(15~25→1))","19560004","(주)유한양행","진녹색의 유상액이 든 암갈색의 타원형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PO7Ab2a-pM","YH CC","","타원형","갈색","갈색","","","14.7","9.5","9.5","2025-04-04","02590","일반의약품","2025-01-08","020201","","","","","Cariforman Soft Capsule(Cucurbit Semen Oil Extract(15~25->1))",""
"202500294","나라두구강붕해정2.5밀리그램(나라트립탄염산염)","19830008","대웅바이오(주)","흰색 또는 연한 노란색의 원형 구강붕해정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PQ8-wS6itl","NR","","원형","하양","하양","","","10.6","10.6","4.0","2025-04-29","01140","전문의약품","2025-02-12","010901","","","","","Naradu ODT 2.5mg (Naratriptan Hydrochloride)","694004510"
"202500454","아토미브정10/5밀리그램(에제티미브,아토르바스타틴칼슘삼수화물)","19540006","일동제약(주)","흰색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PQ8-wS6iuO","ID","105","장방형","하양","","","","11.0","5.3","4.0","2025-04-29","02180","전문의약품","2025-02-28","010201","","","","","Atomibe tablet 10/5mg","642906920"
"202500153","파워콜노즈큐연질캡슐","19570006","동화약품(주)","미황색(연노랑) 내지 주황색의 투명한 내용물을 함유한 주황색의 투명한 장방형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PbaZonp25c","D-W PNQ","","타원형","주황","","","","","","","2025-04-29","01140","일반의약품","2025-01-20","020201","","","","","POWERCOL-NoseQ Soft Capsules",""
"202500496","동화니세르골린정10밀리그램(니세르골린)","19570006","동화약품(주)","흰색의 원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PRHGzqJTrj","DD","","원형","하양","","","","5.5","5.5","2.6","2025-05-13","02190","전문의약품","2025-03-05","010201","","","","","Dongwha Nicergoline Tab. 10mg(Nicergoline)","642707760"
"202500590","네오칸데정4밀리그램(칸데사르탄실렉세틸)","19910005","(주)녹십자","백색에서 회백색의 양면이 볼록한 원형 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PRHGzqJTsl","4C","GC","원형","하양","","","","5.0","5.0","2.8","2025-05-13","02140","전문의약품","2025-03-17","010101","","","","","Neo Cande Tab. 4mg","643606840"
"202501021","이리스탑정2.5마이크로그램(라모세트론염산염)","20050016","(주)한국팜비오","분홍색의 원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PRHGzqJTu7","P","25","원형","분홍","분홍","","","5.6","5.6","2.8","2025-05-13","02390","전문의약품","2025-04-28","010201","","","","","Irristop tablet 2.5mcg (Ramosetron HCl)","659902050"
"202500564","란스타정15/600밀리그램(란소프라졸,침강탄산칼슘)","19660002","명문제약(주)","노란색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PRHGzqJTux","MM","15","타원형","주황","","","","15.0","7.5","4.8","2025-05-13","02320","전문의약품","2025-03-14","010201","","","","","Lanstar Tab. 15/600mg","649808310"
"202500554","비타리본정","20180404","대원바이오텍주식회사","분홍색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PRHGzqJTvr","CIU","","장방형","분홍","","","","16.1","7.8","5.0","2025-05-13","03210","일반의약품","2025-03-13","010201","","","","","Vita-Ribbon tablet","057601020"
"202500641","유칼본정","19970003","한국넬슨제약(주)","분홍색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PRHGzqJTxd","NS4","","장방형","분홍","","","","16.1","7.8","4.9","2025-05-13","01140","일반의약품","2025-03-20","010201","","","","","youcalbontablet","656702360"
"202500734","트루다파정5밀리그램(다파글리플로진비스L-프롤린)","19880005","(주)보령","노란색의 양면이 볼록한 원형의 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PRMRNQo5Gq","BD","5","원형","주황","","","","7.0","7.0","3.2","2025-05-14","03960","전문의약품","2025-03-31","010201","","","","","Trudapa Tab. 5mg(Dapagliflozin Bis L-proline)","641908660"
"202500148","타발리스정100밀리그램(포스타마티닙나트륨수화물)","20162589","제이더블유중외제약(주)","연한 황적색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PRMRNQo5Hy","R","100","원형","분홍","","","","9.1","9.1","4.7","2025-05-14","03390","전문,희귀","2025-01-20","010201","","","","","Tavalisse Tab. 100mg","644915270"
"202500147","타발리스정150밀리그램(포스타마티닙나트륨수화물)","20162589","제이더블유중외제약(주)","연한 황적색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PRMRNQo5J4","R","150","타원형","분홍","","","","14.6","7.3","5.5","2025-05-14","03390","전문,희귀","2025-01-20","010201","","","","","Tavalisse Tab. 150mg","644915260"
"202500258","이든메만틴정20밀리그램(메만틴염산염)","20141181","(주)이든파마","분홍색의 타원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PMhf_ebkS3","2N","20","타원형","분홍","","","","13.0","7.0","4.6","2025-03-17","01190","전문의약품","2025-02-07","010201","","","","","Eden memantine Tab. 20mg","628902460"
"202500223","에자틴정20밀리그램(메만틴염산염)","19580003","알보젠코리아(주)","분홍색의 타원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PMhf_ebkSs","EN","20","타원형","분홍","","","","13.1","7.0","4.5","2025-03-17","01190","전문의약품","2025-02-04","010201","","","","","Eisatine Tablet 20mg(Memantine Hydrochloride)","652607400"
"202500690","콜레시움정","19560008","(주)메디카코리아","분홍색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PRrFJsSsvl","CHC","","장방형","분홍","","","","16.2","7.9","5.0","2025-05-20","03190","일반의약품","2025-03-25","010201","","","","","Cholecium Tab.",""
"202500976","칼앤디정","19550019","엔비케이제약(주)","황갈색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PUZO9zSrPS","NBK","78","타원형","분홍","","","","15.2","7.4","5.7","2025-06-23","03110","일반의약품","2025-04-23","010201","","","","","Calndi tab.","054801600"
"202501135","엠파콤비서방정10/1000밀리그램(엠파글리플로진,메트포르민)","19590001","(주)에이프로젠바이오로직스","노란색의 장방형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PW_-aISA6X","마크10/1000","","타원형","노랑","","","","20.2","10.2","8.9","2025-06-23","03960","전문의약품","2025-05-09","010502","","","","","Empacombi XR Tab. 10/1000mg(Empagliflozin,Metformin)","645211080"
"202500764","엠파콤비서방정25/1000밀리그램(엠파글리플로진,메트포르민)","19590001","(주)에이프로젠바이오로직스","분홍색의 장방형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PW_-aISA76","마크25/1000","","타원형","분홍","","","","20.2","10.2","8.9","2025-06-23","03960","전문의약품","2025-04-01","010502","","","","","Empacombi XR Tab. 25/1000mg(Empagliflozin,Metformin)","645211070"
"202500017","아이비즈헬스연질캡슐","19560015","신일제약(주)","주황색의 내용물을 함유한 청색의 타원형 연질캡슐제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PUZO9zSrSj","EBH","","타원형","파랑","","","","16.7","9.6","9.6","2025-06-23","03190","일반의약품","2025-01-03","020201","","","","","Eyebeads Gold softcapsule",""
"202500868","크레아베이직정","19660002","명문제약(주)","노란색의 타원형 장용코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PUZO9zSrWP","MMP1","","타원형","주황","","","","14.5","7.6","6.2","2025-06-23","02330","일반의약품","2025-04-14","010602","","","","","Crea Basic Tablet 25000",""
"202500929","크레아포르테정","19660002","명문제약(주)","갈색의 타원형 장용코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PUZO9zSrYE","MMP3","","타원형","주황","","","","18.2","9.5","7.8","2025-06-23","02330","일반의약품","2025-04-18","010602","","","","","Crea Forte Tablet 60000",""
"202501331","비보레바서방정150밀리그램(레바미피드)","19570012","(주)비보존제약","흰색의 원형 서방정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PUZO9zSrZE","VVZ","SR","원형","하양","","","","9.2","9.2","3.7","2025-06-24","02320","전문의약품","2025-05-28","010501","","","","","Vivoreba SR Tab. 150mg","658204850"
"202500340","벤포바이타프렌즈정","20130095","메딕스제약(주)","담황색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PUZO9zSrb7","BVF","","장방형","주황","","","","16.3","8.6","6.6","2025-06-24","01140","일반의약품","2025-02-17","010201","","","","","Benfovitafriends Tab.",""
"202500248","렌바닙캡슐10밀리그램(렌바티닙메실산염디메틸설폭시드)","19880005","(주)보령","흰색 내지 미색의 과립이 충진된 상부 주황색, 하부 노란색의 캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PVIq5jNFig","BR LV10","","장방형","주황","노랑","","","14.0","4.8","5.1","2025-07-02","04210","전문의약품","2025-02-06","020102","","","","","Lenvanib cap 10mg","641908580"
"202500249","렌바닙캡슐12밀리그램(렌바티닙메실산염디메틸설폭시드)","19880005","(주)보령","흰색 내지 미색의 과립이 충진된 상하부 노란색의 캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PVIq5jNFjf","BR LV12","","장방형","노랑","노랑","","","15.5","5.3","5.6","2025-07-02","04210","전문의약품","2025-02-06","020102","","","","","Lenvanib Cap 12mg","641908590"
"202500950","드림멜서방정2밀리그램(멜라토닌)","19870002","(주)휴온스","흰색 내지 회백색의 양면이 볼록한 원형의 서방 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PXynYEcAMb","HD2","","원형","하양","","","","8.0","8.0","3.3","2025-08-04","01120","전문의약품","2025-04-22","010501","","","","","Dreamel PR tab. 2mg (Melatonin)",""
"202500657","누보로젯정80/2.5/5/10밀리그램","19650001","(주)종근당","분홍색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PW_-aIS9tN","NVRZ5CKD","","타원형","분홍","","","","16.6","8.4","6.8","2025-05-26","02190","전문의약품","2025-03-21","010201","","","","","NUVOROZET tab. 80/2.5/5/10mg","643309660"
"202500656","누보로젯정80/2.5/10/10밀리그램","19650001","(주)종근당","노란색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PW_-aIS9tx","NVRZ6CKD","","타원형","노랑","","","","16.6","8.4","6.8","2025-05-26","02190","전문의약품","2025-03-21","010201","","","","","NUVOROZET tab. 80/2.5/10/10mg","643309650"
"202500715","아스베린캡슐100/5밀리그램(아스피린,라베프라졸)","19550004","제이더블유중외제약(주)","담황색의 원형 장용정과 흰색의 원형 장용정이 들어있는 상부 주황색, 하부 흰색의 경질캡슐제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PSKKNO66yl","마크 ASBR","","장방형","주황","하양","","","18.6","6.2","6.6","2025-05-26","02190","전문의약품","2025-03-27","020103","jw","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700091","","ASBERIN capsule 100/5mg","644915340"
"202501059","타스페노캡슐(피타바스타틴칼슘,페노피브레이트)","19600015","위더스제약(주)","흰색의 원형 필름코팅정과 흰색의 구형 미세과립을 함유하고 있는 상부 연녹색, 하부 흰색의 경질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PTmjvFZWxj","WU FP","","장방형","연두","하양","","","20.1","6.2","6.6","2025-06-16","02180","전문의약품","2025-04-30","020104","","","","","Tasfeno Cap.","660704010"
"202500213","대웅니세르골린정10밀리그램(니세르골린)","19540008","(주)대웅제약","흰색의 원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PU5OK3EfW5","NL","1분할선0","원형","하양","","","-","5.6","5.6","2.6","2025-06-17","02190","전문의약품","2025-02-03","010201","","","","","DaewoongNicergolineTab.10mg","641608290"
"202500982","보니카디정","19540008","(주)대웅제약","황갈색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PU5OK3EfXh","DW","BV","타원형","분홍","","","","15.1","7.4","5.6","2025-06-17","03110","일반의약품","2025-04-24","010201","","","","","Bonica-D Tab.",""
"202500930","써큐록신정240밀리그램(은행엽건조엑스)","19540006","일동제약(주)","녹색의 장방형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PU5OK3EfYO","ID","240","타원형","연두","","","","16.2","8.2","5.4","2025-06-17","02190","일반의약품","2025-04-18","010201","","","","","Circuroxin Tab. 240mg(Ginkgo Leaf Dried Ext.)",""
"202500884","폴민리나서방정2.5/750밀리그램(리나글립틴,메트포르민염산염)","19910005","(주)녹십자","흰색의 타원형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PU5OK3Efan","LM27","GC","타원형","하양","","","","21.1","9.1","7.5","2025-06-17","03960","전문의약품","2025-04-14","010502","","","","","Forminlina SR Tab.2.5/750mg","643606860"
"202500518","텔미디핀알정40/5/5밀리그램(텔미사르탄, 암로디핀, 로수바스타틴)","19580012","하나제약(주)","분홍색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PU5OK3EfbQ","ΛR1","","타원형","분홍","","","","14.3","6.9","4.3","2025-06-17","02190","전문의약품","2025-03-07","010201","","","","","Telmidipine R Tab. 40/5/5mg","657808370"
"202501619","피마솔로정60밀리그램(피마사르탄칼륨삼수화물)","19950015","한국프라임제약(주)","노란색의 한 면에 분할선이 있는 둥근 타원형의 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PYWTgb4tiu","F분할선S","60","타원형","노랑","","-","","8.1","6.5","3.8","2025-08-12","02140","전문의약품","2025-06-30","010201","","","","","Fimasolo Tab 60mg","663608980"
"202501620","피마솔로정30밀리그램(피마사르탄칼륨삼수화물)","19950015","한국프라임제약(주)","연두색의 한 면에 분할선이 있는 둥근 타원형의 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PYWTgb4tkC","F분할선S","30","타원형","연두","","-","","6.8","5.2","2.7","2025-08-12","02140","전문의약품","2025-06-30","010201","","","","","Fimasolo Tab 30mg","663608970"
"202501427","콘드인정","19950015","한국프라임제약(주)","갈색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PYWTgb4tlN","CON","DIN","타원형","갈색","","","","15.2","8.2","5.2","2025-08-12","03190","일반의약품","2025-06-11","010201","","","","","Condin Tab.",""
"202501416","엠글리듀오서방정10/1000밀리그램(엠파글리플로진, 메트포르민염산염)","19950015","한국프라임제약(주)","노란색의 장방형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PYWTgb4toi","P10","1000","타원형","노랑","","","","21.2","11.1","8.3","2025-08-12","03960","전문의약품","2025-06-10","010502","","","","","Emgli Duo XR Tab 10/1000 mg","663608960"
"202501417","엠글리듀오서방정25/1000밀리그램(엠파글리플로진, 메트포르민염산염)","19950015","한국프라임제약(주)","분홍색의 장방형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PYWTgb4tpp","P25","1000","타원형","분홍","","","","21.2","11.1","8.3","2025-08-12","03960","전문의약품","2025-06-10","010201","","","","","Emgli Duo XR Tab 25/1000 mg","663608940"
"202501775","푸로조신정5밀리그램(테라조신염산염수화물)","19550015","(주)동구바이오제약","연한 녹색의 원형 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PYWTgb4tvN","DZ","분할선","원형","청록","","","-","7.0","7.0","3.0","2025-08-12","02590","전문의약품","2025-07-14","010101","","","","","Prozosin Tab. 5mg","657309250"
"202501043","일양쓰리쏙정","19570013","일양약품(주)","흰색의 원형 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PYbmiyGt9H","IYS","","원형","하양","","","","10.1","10.1","4.7","2025-08-13","02340","일반의약품","2025-04-30","010101","","","","","Ilyang Three Sok Tab.",""
"202500981","딥슬링연질캡슐(디펜히드라민염산염)","19580005","태극제약(주)","무색 내지 연한 청록색의 투명한 액상의 내용물을 함유한 연청록색의 볼록한 타원형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PYmB5ZIKou","dSL","","타원형","청록","","","","12.8","8.0","8.0","2025-08-14","01120","일반의약품","2025-04-24","020201","","","","","DeepSling Soft cap.",""
"202501091","장엔클캡슐","19570024","에스케이케미칼(주)","황색의 분말이 충전된 상부, 하부 미황색의 경질캡슐제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PYgBkx_bFl","SK JNC","","장방형","노랑","노랑","","","18.5","6.2","6.6","2025-08-14","02370","일반의약품","2025-05-01","020101","","","","","jangencle capsule",""
"202501528","휴라팡정(무수황산나트륨,황산칼륨,무수황산마그네슘)","19870002","(주)휴온스","흰색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PZ4l5sRYj0","HRP","","타원형","하양","","","","17.9","8.4","6.3","2025-08-18","07210","전문의약품","2025-06-20","010201","","","","","Hurapang tab.",""
"202500015","휴엔솔플러스연질캡슐","20170081","코스맥스파마(주)","미황색 내지 미적색의 투명한 액이 든 적색의 투명한 타원형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PMQfXJbbgo","CMH+","","타원형","빨강, 투명","","","","14.8","9.3","9.3","2025-03-14","01140","일반의약품","2025-01-03","020201","","","","","Hugh and Sol Plus Soft capsule",""
"202502006","뉴로비아정240밀리그램(은행엽건조엑스)","20161025","(주)중헌제약","녹색의 장방형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PZc5NPHNWY","JH","240","장방형","연두","","","","13.7","8.2","5.3","2025-08-26","02190","일반의약품","2025-07-31","010201","","","","","Neurovia Tab. 240mg",""
"202501048","피타로우에프정2/160밀리그램(피타바스타틴,페노피브레이트)","19650001","(주)종근당","흰색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PTcEU22-Kr","","FP","타원형","하양","","","","16.9","7.9","5.5","2025-06-12","02180","전문의약품","2025-04-30","010201","","","","","Pitalou F tab. 2/160mg","643309840"
"202501022","본에이디에스정","20182522","주식회사더유제약","황갈색의 장방형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PTcEU22-M2","TUP","BD","타원형","분홍","","","","15.1","7.4","5.8","2025-06-12","03110","일반의약품","2025-04-28","010201","","","","",".","057001820"
"202500515","비모엠정500/20밀리그램(나프록센, 에스오메프라졸)","19550012","(주)마더스제약","핵정과 외핵으로 이루어진 양면이 볼록한 타원형의 노란색 필름코팅 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PTcEU22-NG","VimoM","","타원형","주황","","","","17.7","9.1","6.3","2025-06-12","01140","전문의약품","2025-03-06","010201","","","","","VimoM tab. 500/20mg (Naproxen, Esomeprazole)","622805460"
"202500935","에스벤서방정25밀리그램(데스벤라팍신벤조산염)","19690005","명인제약(주)","흰색의 정사각형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PTcEU22-OZ","MI0","","사각형","하양","","","","9.2","9.2","4.8","2025-06-12","01170","전문의약품","2025-04-21","010201","","","","","S-Ven ER Tab. 25mg","651905390"
"202501328","미피드서방정150밀리그램(레바미피드)","19670002","(주)팜젠사이언스","흰색의 원형 서방정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PTcEU22-SN","PGS","SR","원형","하양","","","","9.0","9.0","3.8","2025-06-12","02320","전문의약품","2025-05-28","010501","","","","","Mipide SR Tab. 150mg","670105600"
"202501061","이리퀵정2.5마이크로그램(라모세트론염산염)","19650001","(주)종근당","분홍색의 원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PTcEU22-Tv","IR","25","원형","분홍","","","","5.6","5.6","3.1","2025-06-12","02390","전문의약품","2025-04-30","010201","","","","","Iriquick tablet 2.5mcg","643309850"
"202501066","이리퀵정5마이크로그램(라모세트론염산염)","19650001","(주)종근당","담황색의 원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PTcEU22-U-","IR","5","원형","주황","","","","6.6","6.6","3.1","2025-06-12","02390","전문의약품","2025-04-30","010201","","","","","Iriquick tablet 5mcg","643309860"
"202500138","뉴로고린정10밀리그램(니세르골린)","19720014","고려제약(주)","흰색의 원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PKh1eTWPAZ","마크","10","원형","하양","","","","5.1","5.1","3.0","2025-02-20","02190","전문의약품","2025-01-17","010201","계단","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800017","","Neurogoline Tab. 10mg","642803540"
"202500106","멜토닌서방정2밀리그램(멜라토닌)","20141181","(주)이든파마","흰색 내지 회백색의 원형 서방 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PLseQAdWlQ","2N2","","원형","하양","","","","8.1","8.1","3.5","2025-03-07","01120","전문의약품","2025-01-14","010501","","","","","Meltonin PR Tab. 2mg(Melatonin)",""
"202500385","이소트릴지속정30밀리그람(이소소르비드-5-모노니트레이트)","19650002","코오롱제약(주)","황색의 타원형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PMrsbyUrMY","30","KL","타원형","노랑","","","","10.3","5.6","3.7","2025-03-19","02170","전문의약품","2025-02-24","010502","","","","","Isotril ER Tab.30mg","670305080"
"202500268","알레드제로정120밀리그램(펙소페나딘염산염)","19570013","일양약품(주)","분홍색의 긴 타원형의 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PMrsbyUrNx","FF","","타원형","분홍","","","","15.9","6.0","4.9","2025-03-19","01410","일반의약품","2025-02-07","010201","","","","","Alled Zero Tab. 120mg",""
"202500134","니세르정30밀리그램(니세르골린)","19960030","(주)넥스팜코리아","황색의 원형필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PMrsbyUrO-","NI","분할선","원형","주황","","","-","8.1","8.1","3.8","2025-03-19","02190","전문의약품","2025-01-16","010201","","","","","Nicer Tab. 30mg","662505140"
"202500683","오라팡이지정","20050016","(주)한국팜비오","흰색 내지 미백색의 원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PPW465z8Ki","J","J","원형","하양","","","","7.6","7.6","4.9","2025-04-21","07210","전문의약품","2025-03-25","010201","","","","","Orafang Easy Tablet",""
"202500492","텔미디핀알정80/5/5밀리그램(텔미사르탄, 암로디핀, 로수바스타틴)","19580012","하나제약(주)","밝은 분홍색의 타원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PU5OK3Efcu","ΛR4","","타원형","분홍","","","","16.5","8.1","6.3","2025-06-17","02190","전문의약품","2025-03-05","010201","","","","","Telmidipine R Tab. 80/5/5mg","657808360"
"202501166","치센정600밀리그램(디오스민)","19620002","동국제약(주)","연두색의 타원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PVIq5jNFmm","CZT","마크","타원형","연두","","","","16.8","8.2","6.0","2025-07-02","02150","일반의약품","2025-05-13","010201","","dk,ck","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000194","Cheesen Tablet 600mg(Diosmin)",""
"202500376","아이액티브연질캡슐","19580005","태극제약(주)","주황색의 내용물을 함유한 청색의 타원형 연질캡슐제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PVxwhCKtX4","IACT","","타원형","파랑","","","","16.0","9.0","9.0","2025-07-03","03190","일반의약품","2025-02-20","020201","","","","","Eye Active Soft Cap.",""
"202501979","오소플루노즈캡슐","19960024","주식회사 제이비케이랩","흰색 또는 미황색 분말이 든 상부, 하부 담갈색의 경질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PZc5NPHNTk","셀메드 오소플루       노즈","","장방형","갈색","갈색","","","18.8","6.2","6.6","2025-08-25","01140","일반의약품","2025-07-29","020102","","","","","Orthoflu Nose Capsule",""
"202501211","코텐비타큐연질캡슐","19840009","(주)알피바이오","황갈색의 내용물을 함유한 암갈색의 장방형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PZOYZh8v8z","RP CQVQ","","타원형","갈색","","","","25.0","8.0","8.0","2025-08-25","03190","일반의약품","2025-05-19","020201","","","","","Cotenvita Q Soft Cap.",""
"202500975","비타미노펜스트롱연질캡슐","19840009","(주)알피바이오","황색의 내용물을 함유한 다홍색의 장방형 연질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PZOYZh8vAK","CLMX15","","타원형","빨강","","","","18.0","7.7","7.7","2025-08-25","01140","일반의약품","2025-04-23","020202","","","","","Vitaminophen Strong Soft Cap.",""
"202500393","자이머정20밀리그램(메만틴염산염)","19900019","유니메드제약(주)","분홍색의 타원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PNVKra58ES","UM","Z2","타원형","분홍","","","","13.1","7.0","4.5","2025-03-27","01190","전문의약품","2025-02-24","010201","","","","","Zymer Tab. 20mg","649508570"
"202500399","메모틴정20밀리그램(메만틴염산염)","19710005","(주)셀트리온제약","분홍색의 타원형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PNVKra58F0","M2","CL","타원형","분홍","","","","13.1","7.1","4.5","2025-03-27","01190","전문의약품","2025-02-25","010201","","","","","Memotin Tab. 20mg","693903980"
"202500602","유어칼큐정","19950015","한국프라임제약(주)","분홍색의 장방형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PPg5G3u-SF","YQ","","장방형","분홍","","","","16.3","8.0","5.1","2025-04-23","03190","일반의약품","2025-03-18","010201","","","","","Yourcal-Q Tab.","663608890"
"202501060","피바펜캡슐(피타바스타틴칼슘, 페노피브레이트)","20141181","(주)이든파마","흰색의 원형 필름코팅정과 흰색의 구형 미세과립을 함유하고 있는 상부 연녹색, 하부 흰색의 경질캡슐","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PTSBn8hhyf","EDP PIF","","장방형","연두","하양","","","20.2","6.2","6.6","2025-06-10","02180","전문의약품","2025-04-30","020104","","","","","Pivafen Cap.","628902490"
