"ITEM_SEQ","ITEM_NAME","ENTP_SEQ","ENTP_NAME","CHARTN","ITEM_IMAGE","PRINT_FRONT","PRINT_BACK","DRUG_SHAPE","COLOR_CLASS1","COLOR_CLASS2","LINE_FRONT","LINE_BACK","LENG_LONG","LENG_SHORT","THICK","IMG_REGIST_TS","CLASS_NO","ETC_OTC_CODE","ITEM_PERMIT_DATE","SHAPE_CODE","MARK_CODE_FRONT_ANAL","MARK_CODE_BACK_ANAL","MARK_CODE_FRONT_IMG","MARK_CODE_BACK_IMG","ITEM_ENG_NAME","EDI_CODE"
"202300330","다파로진정10밀리그램(다파글리플로진프로판디올수화물)","19570012","(주)비보존제약","노란색의 양면이 볼록한 다이아몬드형의 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ORg8QAQKi9","10","VVZ","마름모형","주황","","","","11.0","8.0","4.2","2023-03-17","03960","전문의약품","2023-01-25","010201","","","","","dapalozin Tab. 10mg","658204710"
"202300720","아카브정60/40밀리그램","19880005","(주)보령","연한 주황색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ORg8QAQpIk","64","","원형","분홍","","","","10.7","10.7","5.6","2023-03-20","","전문의약품","2023-02-28","010201","","","","","Akarb tablet 60/40mg","641908250"
"202300721","아카브정30/40밀리그램","19880005","(주)보령","연한 연두색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ORg8QAQpJ0","34","","원형","연두","","","","9.7","9.7","5.8","2023-03-20","02190","전문의약품","2023-02-28","010201","","","","","Akarb tablet 30/40mg","641908260"
"202300662","에소듀오에스정40/700밀리그램","19650001","(주)종근당","분홍색 장방형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OS6hQuOK5A","ESDUS 40","","타원형","분홍","","","","16.2","8.2","5.4","2023-03-21","02320","전문의약품","2023-02-22","010201","","","","","ESODUO-S Tab. 40/700mg","643309310"
"202300663","에소듀오에스정20/700밀리그램","19650001","(주)종근당","연분홍색 장방형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OS6hQuOK5S","ESDUS 20","","타원형","분홍","","","","15.3","7.7","5.5","2023-03-21","02320","전문의약품","2023-02-22","010201","","","","","ESODUO-S Tab. 20/700mg","643309320"
"202300347","다파포민서방정10/1000밀리그램","19940044","대한뉴팜(주)","노란색~진한 노란색의 양면이 볼록한 타원형의 서방성 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q7v3","마크LM1000","","타원형","주황","","","","20.6","11.0","8.3","2023-02-17","03960","전문의약품","2023-01-27","010502","D","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900148","","DAPAFORMIN SR TAB. 10/1000 MG","669908330"
"202300366","다파포민서방정10/500밀리그램","19940044","대한뉴팜(주)","분홍색의 양면이 볼록한 장방형의 서방성 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q7vL","마크LM500","","타원형","분홍","","","","20.2","10.5","6.8","2023-02-17","03960","전문의약품","2023-01-27","010502","D","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900148","","DAPAFORMIN SR TAB. 10/500 MG","669908340"
"202300108","핀카브정60/2.5밀리그램(피마사르탄칼륨,에스암로디핀)","20141181","(주)이든파마","노란색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q7vv","2D62","","사각형","노랑","","","","7.7","7.7","4.5","2023-02-17","02140","전문의약품","2023-01-06","010201","","","","","Pincarb.Tab.60/2.5mg","628902200"
"202300089","핀카브정60/5밀리그램(피마사르탄칼륨,에스암로디핀)","20141181","(주)이든파마","주황색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q7wB","2D65","","사각형","주황","","","","8.7","8.7","4.7","2023-02-17","02140","전문의약품","2023-01-06","010201","","","","","Pincarb.Tab.60/5mg","628902190"
"202300088","핀카브정30/2.5밀리그램(피마사르탄칼륨,에스암로디핀)","20141181","(주)이든파마","흰색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q7wT","2D32","","사각형","하양","","","","6.6","6.6","3.8","2023-02-17","02140","전문의약품","2023-01-06","010201","","","","","Pincarb.Tab.30/2.5mg",""
"202300093","아디카브정60/5밀리그램","20020023","(주)한국글로벌제약","주황색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q7xt","KG65","","사각형","주황","","","","8.7","8.7","4.7","2023-02-16","02140","전문의약품","2023-01-06","010201","","","","","Adikarb Tab. 60/5mg","693202510"
"202300118","아디카브정60/2.5밀리그램","20020023","(주)한국글로벌제약","노란색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q7y9","KG62","","사각형","노랑","","","","7.7","7.7","4.5","2023-02-16","02140","전문의약품","2023-01-06","010201","","","","","Adikarb Tab. 60/2.5mg","693202520"
"202300083","아디카브정30/2.5밀리그램","20020023","(주)한국글로벌제약","흰색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q7yR","KG32","","사각형","하양","","","","6.6","6.6","3.8","2023-02-16","02140","전문의약품","2023-01-06","010201","","","","","Adikarb Tab. 30/2.5mg",""
"202300140","건카브정30/2.5밀리그램","2021003442","건일바이오팜주식회사","흰색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q7_7","2K32","","사각형","하양","","","","6.6","6.6","3.7","2023-02-16","02140","전문의약품","2023-01-06","010201","","","","","Kuhnkarb Tab. 30/2.5mg",""
"202300091","건카브정60/5밀리그램","2021003442","건일바이오팜주식회사","주황색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q7_P","2K65","","사각형","주황","","","","8.7","8.7","4.7","2023-02-16","02140","전문의약품","2023-01-06","010201","","","","","Kuhnkarb Tab. 60/5mg","073001530"
"202300111","건카브정60/2.5밀리그램","2021003442","건일바이오팜주식회사","노란색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q7_h","2K62","","사각형","노랑","","","","7.7","7.7","4.5","2023-02-16","02140","전문의약품","2023-01-06","010201","","","","","Kuhnkarb Tab. 60/2.5mg","073001550"
"202300388","다파엔정10밀리그램(다파글리플로진프로판디올수화물)","19640001","에이치케이이노엔(주)","노란색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pD5I4","D1","","원형","주황","","","","9.6","9.6","3.7","2023-03-03","03960","전문의약품","2023-01-30","010201","","","","","Dapa.N Tab. 10mg","640007870"
"202300130","듀카노바정30/2.5밀리그램(피마사르탄, 에스암로디핀)","19830008","대웅바이오(주)","흰색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pD5KK","마크32","","사각형","하양","","","","6.6","6.6","3.8","2023-03-03","02140","전문의약품","2023-01-06","010201","D","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700061","","DUKARNOVA TAB. 30/2.5mg",""
"202300096","듀카노바정60/5밀리그램(피마사르탄, 에스암로디핀)","19830008","대웅바이오(주)","주황색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pDQAU","마크65","","사각형","주황","","","","8.7","8.7","4.7","2023-03-03","02140","전문의약품","2023-01-06","010201","D","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700061","","DUKARNOVA TAB. 60/5mg","694003940"
"202300115","듀카노바정60/2.5밀리그램(피마사르탄, 에스암로디핀)","19830008","대웅바이오(주)","노란색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pD5Ku","마크62","","사각형","노랑","","","","7.7","7.7","4.5","2023-03-03","02140","전문의약품","2023-01-06","010201","D","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700061","","DUKARNOVA TAB. 60/2.5mg","694003950"
"202300297","다파그린엠서방정5/500밀리그램(다파글리플로진, 메트포르민염산염)","19700002","진양제약(주)","주황색의 장방형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pD5MI","5/500","JY","타원형","분홍","","","","20.2","10.4","7.1","2023-03-03","03960","전문의약품","2023-01-18","010502","","","","","Dapagreen-M XR Tab. 5/500mg","650304410"
"202300298","다파그린엠서방정10/500밀리그램(다파글리플로진, 메트포르민염산염)","19700002","진양제약(주)","분홍색의 장방형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pD5Ma","10/500","JY","타원형","분홍","","","","20.2","10.4","7.1","2023-03-03","03960","전문의약품","2023-01-18","010502","","","","","Dapagreen-M XR Tab. 10/500mg","650304420"
"202300379","다파글정10밀리그램(다파글리플로진프로판디올수화물)","19560008","(주)메디카코리아","노란색의 양면이 볼록한 다이아몬드형의 필름코팅 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pD5Ni","MK","10","마름모형","주황","","","","11.1","8.1","4.1","2023-03-03","03960","전문의약품","2023-01-30","010201","","","","","DAPAGLE Tab.10mg","646005670"
"202300423","다파글엠서방정10/1000밀리그램(다파글리플로진프로판디올수화물,메트포르민염산염)","19560008","(주)메디카코리아","노란색의 양면이 볼록한 타원형의 서방성 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pD5N_","MK","10/1000","타원형","주황","","","","20.7","11.0","8.1","2023-03-03","03960","전문의약품","2023-01-31","010502","","","","","Dapagle-M XR Tab 10/1000mg","646005680"
"202300424","다파글엠서방정10/500밀리그램(다파글리플로진프로판디올수화물,메트포르민염산염)","19560008","(주)메디카코리아","분홍색의 양면이 볼록한 타원형의 서방성 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQdQ5pD5OG","MK","10/500","타원형","분홍","","","","20.7","11.0","7.0","2023-03-03","03960","전문의약품","2023-01-31","010502","","","","","Dapagle-M XR Tab. 10/500mg","646005690"
"202300227","다포가듀오서방정10/500밀리그램(다파글리플로진프로판디올수화물, 메트포르민염산염)","19570010","삼천당제약(주)","분홍색의 양면이 볼록한 장방형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OS6hQuOK7Q","SCD","10/5","타원형","분홍","","","","20.2","10.5","7.3","2023-03-21","03960","전문의약품","2023-01-12","010502","","","","","Daforgaduo XR Tab. 10/500mg (Dapagliflozin Propanediol Hydrate, Metformin Hydrochloride)","651205870"
"202300228","다포가듀오서방정10/1000밀리그램(다파글리플로진프로판디올수화물, 메트포르민염산염)","19570010","삼천당제약(주)","노란색의 양면이 볼록한 타원형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OS6hQuOK7i","SCD","10/10","타원형","주황","","","","20.7","11.2","8.7","2023-03-21","03960","전문의약품","2023-01-12","010502","","","","","Daforgaduo XR Tab. 10/1000mg (Dapagliflozin Propanediol Hydrate, Metformin Hydrochloride)","651205880"
"202300090","듀라브정60/5밀리그램(피마사르탄칼륨,에스암로디핀)","19960030","(주)넥스팜코리아","주황색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q80N","NK65","","사각형","주황","","","","8.7","8.7","4.7","2023-02-17","02140","전문의약품","2023-01-06","010201","","","","","DurabTab.60/5mg","662504820"
"202300109","듀라브정60/2.5밀리그램(피마사르탄칼륨,에스암로디핀)","19960030","(주)넥스팜코리아","노란색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q80f","NK62","","사각형","노랑","","","","7.7","7.7","4.5","2023-02-17","02140","전문의약품","2023-01-06","010201","","","","","DurabTab.60/2.5mg","662504830"
"202300087","듀라브정30/2.5밀리그램(피마사르탄칼륨,에스암로디핀)","19960030","(주)넥스팜코리아","흰색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5q80x","NK32","","사각형","하양","","","","6.6","6.6","3.8","2023-02-17","02140","전문의약품","2023-01-06","010201","","","","","DurabTab.30/2.5mg",""
"202300094","듀얼테라정60/5밀리그램","19560016","제이더블유신약(주)","주황색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qWFA","FS65","","사각형","주황","","","","8.7","8.7","4.7","2023-02-20","02140","전문의약품","2023-01-06","010201","","","","","DUALTERA Tablet 60/5mg","644103480"
"202300134","듀얼테라정30/2.5밀리그램","19560016","제이더블유신약(주)","흰색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qWFk","FS32","","사각형","하양","","","","6.6","6.6","3.8","2023-02-20","02140","전문의약품","2023-01-06","010201","","","","","DUALTERA Tablet 30/2.5mg",""
"202300724","베스티딘정40밀리그램(파모티딘)","19560016","제이더블유신약(주)","연두색의 원형필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OS6hQuOXKR","B40","","원형","연두","","","","8.7","8.7","4.8","2023-03-22","","전문의약품","2023-02-28","010201","","","","","Bestidine Tab. 40mg (Famotidine)","644103510"
"202300452","가스트릭서방정(록사티딘아세테이트염산염)","19610006","대화제약(주)","흰색의 원형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qff-","RSΛ","","원형","하양","","","","9.1","9.1","4.1","2023-02-21","02320","전문의약품","2023-02-03","010502","","","","","Gastric XR Tab.","645605810"
"202300370","타파진정10밀리그램(다파글리플로진프로판디올수화물)","19610006","대화제약(주)","노란색의 양면이 볼록한 마름모형 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qfgH","마크","10","마름모형","주황","","","","11.0","8.0","4.0","2023-02-21","03960","전문의약품","2023-01-30","010201","dHP,dP,d-P,cHP","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938657883200180","","Tapazin Tab. 10mg","645605790"
"202300371","타파진정5밀리그램(다파글리플로진프로판디올수화물)","19610006","대화제약(주)","노란색의 양면이 볼록한 원형의 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qfgZ","마크","","원형","주황","","","","7.2","7.2","3.4","2023-02-21","03960","전문의약품","2023-01-30","010201","dHP,dP,d-P,cHP","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938657883200180","","Tapazin Tab. 5mg","645605800"
"202300085","듀카핀정30/2.5밀리그램","19590001","(주)에이프로젠바이오로직스","흰색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qfh7","KS32","","사각형","하양","","","","6.6","6.6","3.8","2023-02-21","02140","전문의약품","2023-01-06","010201","","","","","Dukafin Tab. 30/2.5mg",""
"202300113","듀카핀정60/2.5밀리그램","19590001","(주)에이프로젠바이오로직스","노란색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qfhP","KS62","","사각형","노랑","","","","7.7","7.7","4.5","2023-02-21","02140","전문의약품","2023-01-06","010201","","","","","Dukafin Tab. 60/2.5mg","645210700"
"202300098","듀카핀정60/5밀리그램","19590001","(주)에이프로젠바이오로직스","주황색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qfhh","KS65","","사각형","주황","","","","8.7","8.7","4.7","2023-02-21","02140","전문의약품","2023-01-06","010201","","","","","Dukafin Tab. 60/5mg","645210690"
"202300132","듀얼로우정30/2.5밀리그램","19560010","한국유니온제약(주)","흰색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qfiF","UK32","","사각형","하양","","","","6.6","6.6","3.8","2023-02-21","02140","전문의약품","2023-01-06","010201","","","","","Duallow tab. 30/2.5mg",""
"202300123","듀얼로우정60/2.5밀리그램","19560010","한국유니온제약(주)","노란색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qfiX","UK62","","사각형","노랑","","","","7.7","7.7","4.5","2023-02-21","02140","전문의약품","2023-01-06","010201","","","","","Duallow tab. 30/2.5mg","665508480"
"202300426","피마에스정30/2.5밀리그램","19620002","동국제약(주)","흰색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7WcC","FA1","","원형","하양","","","","6.6","6.6","3.6","2023-02-27","02140","전문의약품","2023-01-31","010201","","","","","Fima-S Tab. 60/5mg",""
"202300427","피마에스정60/5밀리그램","19620002","동국제약(주)","주황색의 원형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7WcU","FA4","","원형","주황","","","","8.1","8.1","4.6","2023-02-27","02140","전문의약품","2023-01-31","010201","","","","","Fima-S Tab. 60/5mg","653405310"
"202300305","다퓨라정5밀리그램(다파글리플로진프로판디올수화물)","20050014","(주)휴비스트제약","노란색의 양면이 볼록한 원형의 필름코팅 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7Wd2","마크","5","원형","주황","","","","7.2","7.2","3.3","2023-02-27","03960","전문의약품","2023-01-19","010201","H,W,M,小,A,V","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000167","","Dapura Tab. 5mg","628801730"
"202300407","포글리진정5밀리그램(다파글리플로진프로판디올수화물)","19950015","한국프라임제약(주)","노란색의 양면이 볼록한 원형의 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OS6hQuOkpe","FO","5","원형","주황","","","","7.1","7.1","3.6","2023-03-23","03960","전문의약품","2023-01-31","010201","","","","","Poglizin Tab. 5mg","663608710"
"202300229","타파진플러스서방정10/500밀리그램","19610006","대화제약(주)","분홍색의 양면이 볼록한 장방형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOnM_1GLSX","마크","10/500","타원형","분홍","","","","20.3","10.5","7.2","2023-02-07","03960","전문의약품","2023-01-12","010502","dHP,dP,d-P,cHP","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938657883200180","","Tapazinplus SR Tab. 10/500mg","645605770"
"202300230","타파진플러스서방정10/1000밀리그램","19610006","대화제약(주)","노란색의 양면이 볼록한 타원형 서방성 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOnM_1GLS_","마크","10/1000","타원형","주황","","","","20.7","11.2","8.6","2023-02-07","03960","전문의약품","2023-01-12","010502","dHP,dP,d-P,cHP","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938657883200180","","Tapazinplus SR Tab. 10/1000mg","645605780"
"202300353","다플진메트서방정10/1000밀리그램","19620002","동국제약(주)","노란색의 양면이 볼록한 타원형의 서방성 필름코팅정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcADJX","마크10/1000","","타원형","주황","","","","20.7","11.1","8.7","2023-02-09","03960","전문의약품","2023-01-27","010502","dk,ck","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000194","","Dapeulzinmet ER 10/1000mg","653405290"
"202300105","피마텐정60/5밀리그램","19560005","아주약품(주)","주황색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qsKa","AJ65","","사각형","주황","","","","8.7","8.7","4.7","2023-02-22","02140","전문의약품","2023-01-06","010201","","","","","FIMARTEN Tab. 60/5mg","654006040"
"202300082","피마텐정30/2.5밀리그램","19560005","아주약품(주)","흰색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qsKs","AJ32","","사각형","하양","","","","6.6","6.6","3.8","2023-02-22","02140","전문의약품","2023-01-06","010201","","","","","FIMARTEN Tab. 30/2.5mg",""
"202300125","피마텐정60/2.5밀리그램","19560005","아주약품(주)","노란색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qsL8","AJ62","","사각형","노랑","","","","7.7","7.7","4.5","2023-02-22","02140","전문의약품","2023-01-06","010201","","","","","FIMARTEN Tab. 60/2.5mg","654006050"
"202300137","듀이젠정30/2.5밀리그램(피마사르탄칼륨삼수화물, 에스암로디핀베실산염)","20040011","(주)씨티씨바이오","흰색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qsL_","DZ32","","사각형","하양","","","","6.6","6.6","3.8","2023-02-22","02140","전문의약품","2023-01-06","010201","","","","","Duyzen Tab. 30/2.5mg(Fimasartan Potassium Trihydrate/S-Amlodipine besylate)",""
"202300104","듀이젠정60/5밀리그램(피마사르탄칼륨삼수화물, 에스암로디핀베실산염)","20040011","(주)씨티씨바이오","주황색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qsMG","DZ65","","사각형","주황","","","","8.7","8.7","4.7","2023-02-22","02140","전문의약품","2023-01-06","010201","","","","","Duyzen Tab. 60/5mg(Fimasartan Potassium Trihydrate/S-Amlodipine besylate)","669502730"
"202300121","듀이젠정60/2.5밀리그램(피마사르탄칼륨삼수화물, 에스암로디핀베실산염)","20040011","(주)씨티씨바이오","노란색의 모서리가 둥근 사각형 필름코팅정","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OPT2T5qsMY","DZ62","","사각형","노랑","","","","7.7","7.7","4.5","2023-02-22","02140","전문의약품","2023-01-06","010201","","","","","Duyzen Tab. 60/2.5mg(Fimasartan Potassium Trihydrate/S-Amlodipine besylate)","669502740"
"202300304","다퓨라정10밀리그램(다파글리플로진프로판디올수화물)","20050014","(주)휴비스트제약","노란색의 양면이 볼록한 다이아몬드형의 필름코팅 정제","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OQ2VIm7WdK","마크","10","마름모형","주황","","","","11.0","8.0","4.0","2023-02-27","03960","전문의약품","2023-01-19","010201","HU,1-U,I-U,∩-I,∩-1","","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000170","","Dapura Tab. 10mg","628801720"
