ITEM_SEQ,ITEM_NAME,ENTP_NAME,CHARTN,DRUG_SHAPE,COLOR_CLASS1,COLOR_CLASS2,PRINT_FRONT,PRINT_BACK,ETC_OTC_CODE,ITEM_ENG_NAME,CLASS_NO,LENG_LONG,LENG_SHORT,THICK,SOURCE_YEAR,RAG_TEXT
202101401,지엘젯정10/40밀리그램,지엘파마(주),흰색 내지 미백색의 양면이 볼록한 타원형의 필름 코팅정,타원형,하양,,마크4,,전문의약품,GLzet tab. 10/40mg,2180.0,16.4,7.0,5.4,2021,지엘젯정10/40밀리그램 | 제조사: 지엘파마(주) | 모양: 타원형 | 색상: 하양 | 각인: 마크4 | 전문의약품 | 흰색 내지 미백색의 양면이 볼록한 타원형의 필름 코팅정
202402015,지타코정240밀리그램(은행엽건조엑스),대한뉴팜(주),녹색의 장방형 필름코팅정제,타원형,연두,,마크N2,,일반의약품,Gitako Tab. 240mg,2190.0,16.2,8.2,5.4,2024,지타코정240밀리그램(은행엽건조엑스) | 제조사: 대한뉴팜(주) | 모양: 타원형 | 색상: 연두 | 각인: 마크N2 | 일반의약품 | 녹색의 장방형 필름코팅정제
202300716,"직더블엠정10/4밀리그램(다파글리플로진, 글리메피리드)",(주)마더스제약,노란색의 타원형 필름코팅정제,타원형,주황,,MJ분할선14,분할선,전문의약품,Xig double m tab. 10/4mg,3960.0,11.8,6.0,4.2,2023,"직더블엠정10/4밀리그램(다파글리플로진, 글리메피리드) | 제조사: (주)마더스제약 | 모양: 타원형 | 색상: 주황 | 각인: MJ분할선14 분할선 | 전문의약품 | 노란색의 타원형 필름코팅정제"
202401799,진고그린정240밀리그램(은행엽건조엑스),(주)일화,녹색의 장방형 필름코팅정제,장방형,연두,,IH,24,일반의약품,Gingogreen Tab. 240mg,1190.0,16.2,8.2,6.4,2024,진고그린정240밀리그램(은행엽건조엑스) | 제조사: (주)일화 | 모양: 장방형 | 색상: 연두 | 각인: IH 24 | 일반의약품 | 녹색의 장방형 필름코팅정제
202400966,진코발정240밀리그램(은행엽건조엑스),(주)휴온스,녹색의 장방형 필름코팅정제,장방형,연두,,GK분할선24,HS,일반의약품,Ginkgobal Tab. 240mg (Ginkgo leaf drided extract),2190.0,16.2,8.2,6.6,2024,진코발정240밀리그램(은행엽건조엑스) | 제조사: (주)휴온스 | 모양: 장방형 | 색상: 연두 | 각인: GK분할선24 HS | 일반의약품 | 녹색의 장방형 필름코팅정제
202500415,진코빌정240밀리그램(은행엽건조엑스),건일바이오팜주식회사,녹색의 장방형 필름코팅정제,타원형,연두,,2K,240,일반의약품,Ginkgobil Tab. 240mg,2190.0,16.0,8.0,5.3,2025,진코빌정240밀리그램(은행엽건조엑스) | 제조사: 건일바이오팜주식회사 | 모양: 타원형 | 색상: 연두 | 각인: 2K 240 | 일반의약품 | 녹색의 장방형 필름코팅정제
202400466,진코신정240밀리그램(은행엽건조엑스),제일약품(주),녹색의 장방형 필름코팅정제,타원형,연두,,JI,240,일반의약품,Ginkocin Tab. 240mg,2190.0,16.1,8.1,5.4,2024,진코신정240밀리그램(은행엽건조엑스) | 제조사: 제일약품(주) | 모양: 타원형 | 색상: 연두 | 각인: JI 240 | 일반의약품 | 녹색의 장방형 필름코팅정제
202101409,진토젯정10/10밀리그램,진양제약(주),흰색의 장방형 필름코팅정,타원형,하양,,AI0I,,전문의약품,JINTOZET TAB. 10/10mg,2180.0,12.0,5.2,4.1,2021,진토젯정10/10밀리그램 | 제조사: 진양제약(주) | 모양: 타원형 | 색상: 하양 | 각인: AI0I | 전문의약품 | 흰색의 장방형 필름코팅정
202101408,진토젯정10/20밀리그램,진양제약(주),흰색의 장방형 필름코팅정,타원형,하양,,AI02,,전문의약품,JINTOZET TAB. 10/20mg,2180.0,13.5,5.6,4.6,2021,진토젯정10/20밀리그램 | 제조사: 진양제약(주) | 모양: 타원형 | 색상: 하양 | 각인: AI02 | 전문의약품 | 흰색의 장방형 필름코팅정
202101407,진토젯정10/40밀리그램,진양제약(주),흰색의 장방형 필름코팅정,타원형,하양,,AI04,,전문의약품,JINTOZET TAB. 10/40mg,2180.0,16.1,6.3,4.9,2021,진토젯정10/40밀리그램 | 제조사: 진양제약(주) | 모양: 타원형 | 색상: 하양 | 각인: AI04 | 전문의약품 | 흰색의 장방형 필름코팅정
202300013,징코더블에스정240밀리그램(은행엽건조엑스),코스맥스파마(주),녹색의 장방형 필름코팅정제,타원형,연두,,CXP,,일반의약품,Ginkgo Max Tab. 240mg,2190.0,16.2,8.2,5.3,2023,징코더블에스정240밀리그램(은행엽건조엑스) | 제조사: 코스맥스파마(주) | 모양: 타원형 | 색상: 연두 | 각인: CXP | 일반의약품 | 녹색의 장방형 필름코팅정제
202401598,징코맥스정240밀리그램(은행엽건조엑스),이연제약(주),녹색의 장방형 필름코팅정제,장방형,연두,,RY,G분할선24,일반의약품,Ginkgomax Tab. 240mg,2190.0,16.2,8.2,6.4,2024,징코맥스정240밀리그램(은행엽건조엑스) | 제조사: 이연제약(주) | 모양: 장방형 | 색상: 연두 | 각인: RY G분할선24 | 일반의약품 | 녹색의 장방형 필름코팅정제
202401830,징코맥정240밀리그램(은행엽건조엑스),맥널티제약(주),녹색의 장방형 필름코팅정제,타원형,연두,,GM,240,일반의약품,Gingkomac Tab. 240mg,2190.0,16.2,8.2,5.5,2024,징코맥정240밀리그램(은행엽건조엑스) | 제조사: 맥널티제약(주) | 모양: 타원형 | 색상: 연두 | 각인: GM 240 | 일반의약품 | 녹색의 장방형 필름코팅정제
202402041,징코미란정240밀리그램(은행엽건조엑스),(주)씨엠지제약,녹색의 장방형 필름코팅정제,장방형,연두,,CP,24,일반의약품,GINKGOMIRAN TAB. 240mg,2190.0,16.1,8.1,6.4,2024,징코미란정240밀리그램(은행엽건조엑스) | 제조사: (주)씨엠지제약 | 모양: 장방형 | 색상: 연두 | 각인: CP 24 | 일반의약품 | 녹색의 장방형 필름코팅정제
202401984,징코브로정240밀리그램(은행엽건조엑스),신신제약(주),녹색의 장방형 필름코팅정제,타원형,연두,,GKB,,일반의약품,Ginkgo Bro Tab. 240mg,2190.0,16.2,8.2,5.3,2024,징코브로정240밀리그램(은행엽건조엑스) | 제조사: 신신제약(주) | 모양: 타원형 | 색상: 연두 | 각인: GKB | 일반의약품 | 녹색의 장방형 필름코팅정제
202400278,징코비스정240밀리그램(은행엽건조엑스),(주)한국파비스제약,녹색의 장방형 필름코팅정제,장방형,연두,,PK,24,일반의약품,Ginkgobis Tab 240mg,2190.0,16.2,8.2,6.5,2024,징코비스정240밀리그램(은행엽건조엑스) | 제조사: (주)한국파비스제약 | 모양: 장방형 | 색상: 연두 | 각인: PK 24 | 일반의약품 | 녹색의 장방형 필름코팅정제
202402505,징코셀에프정240mg(은행엽건조엑스),조아제약(주),녹색의 장방형 필름코팅정제,타원형,연두,,CΛS,,일반의약품,Ginkgocell F Tab. 240mg,2190.0,18.1,8.1,5.3,2024,징코셀에프정240mg(은행엽건조엑스) | 제조사: 조아제약(주) | 모양: 타원형 | 색상: 연두 | 각인: CΛS | 일반의약품 | 녹색의 장방형 필름코팅정제
202400288,징코시브정240밀리그램(은행엽건조엑스),아이큐어(주),녹색의 장방형 필름코팅정제,타원형,연두,,IC,GK,일반의약품,Ginkgosive Tab. 240mg(Ginkgo Leaf Dried Ext.),2190.0,16.2,8.1,5.4,2024,징코시브정240밀리그램(은행엽건조엑스) | 제조사: 아이큐어(주) | 모양: 타원형 | 색상: 연두 | 각인: IC GK | 일반의약품 | 녹색의 장방형 필름코팅정제
202502205,징코잎정120밀리그램(은행엽건조엑스),태극제약(주),녹색의 원형 필름코팅정,원형,초록,,TG,GK,일반의약품,Gingko leaf Tab. 120mg(Gingko leaf dried extract),2190.0,9.1,9.1,4.8,2025,징코잎정120밀리그램(은행엽건조엑스) | 제조사: 태극제약(주) | 모양: 원형 | 색상: 초록 | 각인: TG GK | 일반의약품 | 녹색의 원형 필름코팅정
202501739,징코케어정240밀리그램(은행엽건조엑스),코오롱제약(주),녹색의 장방형 필름코팅정제,타원형,연두,,KLN,G,일반의약품,Ginkocare Tab. 240mg,2190.0,16.2,8.1,5.3,2025,징코케어정240밀리그램(은행엽건조엑스) | 제조사: 코오롱제약(주) | 모양: 타원형 | 색상: 연두 | 각인: KLN G | 일반의약품 | 녹색의 장방형 필름코팅정제
202401784,징코타정240밀리그램(은행엽건조엑스),동국제약(주),녹색의 장방형 필름코팅정제,타원형,연두,연두,GKL,마크,일반의약품,Ginkgota Tablet 240mg (Ginkgo Leaf Dried Extract),2190.0,16.2,8.2,5.3,2024,징코타정240밀리그램(은행엽건조엑스) | 제조사: 동국제약(주) | 모양: 타원형 | 색상: 연두 연두 | 각인: GKL 마크 | 일반의약품 | 녹색의 장방형 필름코팅정제
202500513,징코플로우정240밀리그램(은행엽건조엑스),신일제약(주),녹색의 장방형 필름코팅정제,타원형,연두,,SIL,240,일반의약품,Ginkgoflow Tab. 240mg(Ginkgo Leaf Dried Extract),2190.0,16.2,8.1,5.2,2025,징코플로우정240밀리그램(은행엽건조엑스) | 제조사: 신일제약(주) | 모양: 타원형 | 색상: 연두 | 각인: SIL 240 | 일반의약품 | 녹색의 장방형 필름코팅정제
202401838,징코하이정240밀리그램(은행엽건조엑스),진양제약(주),녹색의 장방형 필름코팅정제,타원형,초록,,JY,240,일반의약품,Jinkgo High Tab. 240mg,2190.0,16.2,8.2,5.3,2024,징코하이정240밀리그램(은행엽건조엑스) | 제조사: 진양제약(주) | 모양: 타원형 | 색상: 초록 | 각인: JY 240 | 일반의약품 | 녹색의 장방형 필름코팅정제
202201712,징크셀플러스캡슐,경남제약(주),백색 내지 미백색의 분말이 든 상·하부 흰색의 불투명 경질캡슐제,장방형,하양,하양,ZI SE,,일반의약품,Zincsel plus Cap.,3190.0,18.7,6.4,6.7,2022,징크셀플러스캡슐 | 제조사: 경남제약(주) | 모양: 장방형 | 색상: 하양 하양 | 각인: ZI SE | 일반의약품 | 백색 내지 미백색의 분말이 든 상·하부 흰색의 불투명 경질캡슐제
202302534,차마다이제정,메딕스제약(주),연녹색의 타원형 장용성 필름코팅정,타원형,연두,,DIG,*,일반의약품,charma diget tab.,,14.3,8.4,5.0,2023,차마다이제정 | 제조사: 메딕스제약(주) | 모양: 타원형 | 색상: 연두 | 각인: DIG * | 일반의약품 | 연녹색의 타원형 장용성 필름코팅정
202500101,차마프텐정,(주)옵투스제약,흰색의 원형 필름코팅정,원형,하양,,*,CM,일반의약품,Charmapten tab.,1140.0,10.1,10.1,4.4,2025,차마프텐정 | 제조사: (주)옵투스제약 | 모양: 원형 | 색상: 하양 | 각인: * CM | 일반의약품 | 흰색의 원형 필름코팅정
202400653,차엠지연질캡슐,(주)씨엠지제약,미황색 내지 황색의 유상 내용물을 함유한 암적갈색의 장방형 연질캡슐,장방형,갈색,,CMGSC,,일반의약품,CHAMG soft capsule,3190.0,25.0,8.8,8.8,2024,차엠지연질캡슐 | 제조사: (주)씨엠지제약 | 모양: 장방형 | 색상: 갈색 | 각인: CMGSC | 일반의약품 | 미황색 내지 황색의 유상 내용물을 함유한 암적갈색의 장방형 연질캡슐
202400435,치렉스정600밀리그램(디오스민),경동제약(주),분홍 또는 연분홍의 원형 필름코팅정제,원형,분홍,,CX,600,일반의약품,Chirex Tab. 600mg,2150.0,13.2,13.2,7.4,2024,치렉스정600밀리그램(디오스민) | 제조사: 경동제약(주) | 모양: 원형 | 색상: 분홍 | 각인: CX 600 | 일반의약품 | 분홍 또는 연분홍의 원형 필름코팅정제
202501166,치센정600밀리그램(디오스민),동국제약(주),연두색의 타원형 필름코팅정제,타원형,연두,,CZT,마크,일반의약품,Cheesen Tablet 600mg(Diosmin),2150.0,16.8,8.2,6.0,2025,치센정600밀리그램(디오스민) | 제조사: 동국제약(주) | 모양: 타원형 | 색상: 연두 | 각인: CZT 마크 | 일반의약품 | 연두색의 타원형 필름코팅정제
202104555,치오스캡슐(디오스민),(주)씨엠지제약,"상, 하 녹색의 경질캡슐로서 내용물은 황색분말로 냄새는 없고 맛은 쓰다.",장방형,초록,초록,CP 치오스,,일반의약품,Thios Cap.,2150.0,21.0,6.9,7.2,2021,"치오스캡슐(디오스민) | 제조사: (주)씨엠지제약 | 모양: 장방형 | 색상: 초록 초록 | 각인: CP 치오스 | 일반의약품 | 상, 하 녹색의 경질캡슐로서 내용물은 황색분말로 냄새는 없고 맛은 쓰다."
202201693,치지렌정600밀리그램(디오스민),코오롱제약(주),분홍 또는 연분홍의 원형 필름코팅정제,원형,분홍,,KLD,,일반의약품,Chiziren 600mg tablet(Diosmin),2150.0,13.3,13.3,7.7,2022,치지렌정600밀리그램(디오스민) | 제조사: 코오롱제약(주) | 모양: 원형 | 색상: 분홍 | 각인: KLD | 일반의약품 | 분홍 또는 연분홍의 원형 필름코팅정제
202200786,치퀵정(미세정제플라보노이드분획물),(주)종근당,주황색의 장방형 필름코팅정제,장방형,주황,,CKDQ,,일반의약품,Chiquick Tab.,2150.0,16.2,8.7,5.9,2022,치퀵정(미세정제플라보노이드분획물) | 제조사: (주)종근당 | 모양: 장방형 | 색상: 주황 | 각인: CKDQ | 일반의약품 | 주황색의 장방형 필름코팅정제
202105720,치큐어캡슐(디오스민),경남제약(주),"상, 하 녹색의 경질캡슐로서 내용물은 황색분말로 냄새는 없고 맛은 쓰다.",장방형,초록,초록,KNC DIO,,일반의약품,CHICURE Cap.,2150.0,21.1,6.9,7.1,2021,"치큐어캡슐(디오스민) | 제조사: 경남제약(주) | 모양: 장방형 | 색상: 초록 초록 | 각인: KNC DIO | 일반의약품 | 상, 하 녹색의 경질캡슐로서 내용물은 황색분말로 냄새는 없고 맛은 쓰다."
202301824,치킬정(디오스민),태극제약(주),분홍 또는 연분홍의 타원형 필름코팅정제,타원형,분홍,,TG,DOS,일반의약품,Chikill Tablet,2150.0,19.3,9.3,6.6,2023,치킬정(디오스민) | 제조사: 태극제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: TG DOS | 일반의약품 | 분홍 또는 연분홍의 타원형 필름코팅정제
202400426,카노앤정30밀리그램(니세르골린),안국약품(주),황색의 원형 필름코팅정,원형,노랑,,ΛG3,분할선,전문의약품,Kano N Tab. 30mg,2190.0,8.1,8.1,3.6,2024,카노앤정30밀리그램(니세르골린) | 제조사: 안국약품(주) | 모양: 원형 | 색상: 노랑 | 각인: ΛG3 분할선 | 전문의약품 | 황색의 원형 필름코팅정
202401497,"카라듀오정10/600밀리그램(라베프라졸나트륨,침강탄산칼슘)",일성아이에스(주),노란색의 원형 필름코팅정,원형,주황,,ISP,R10,전문의약품,Cara Duo Tab. 10/600mg,2320.0,10.2,10.2,5.8,2024,"카라듀오정10/600밀리그램(라베프라졸나트륨,침강탄산칼슘) | 제조사: 일성아이에스(주) | 모양: 원형 | 색상: 주황 | 각인: ISP R10 | 전문의약품 | 노란색의 원형 필름코팅정"
202401495,"카라듀오정20/600밀리그램(라베프라졸나트륨,침강탄산칼슘)",일성아이에스(주),연한 노란색의 원형 필름코팅정,원형,노랑,,ISP,R20,전문의약품,Cara Duo Tab. 20/600mg,2320.0,10.2,10.2,5.7,2024,"카라듀오정20/600밀리그램(라베프라졸나트륨,침강탄산칼슘) | 제조사: 일성아이에스(주) | 모양: 원형 | 색상: 노랑 | 각인: ISP R20 | 전문의약품 | 연한 노란색의 원형 필름코팅정"
202500732,카랜디정,(주)바스칸바이오제약,분홍색의 장방형 필름코팅정,장방형,분홍,,BSK,JH,일반의약품,Calandy Tab.,3190.0,16.3,7.9,4.9,2025,카랜디정 | 제조사: (주)바스칸바이오제약 | 모양: 장방형 | 색상: 분홍 | 각인: BSK JH | 일반의약품 | 분홍색의 장방형 필름코팅정
202301804,카리테스캡슐,(주)일화,"녹색의 분말이 든 상부 녹색, 하부 연두색의 경질캡슐제",장방형,초록,연두,IH CT,,일반의약품,Charites Cap.,3990.0,21.4,7.1,7.4,2023,"카리테스캡슐 | 제조사: (주)일화 | 모양: 장방형 | 색상: 초록 연두 | 각인: IH CT | 일반의약품 | 녹색의 분말이 든 상부 녹색, 하부 연두색의 경질캡슐제"
202500072,카리포맨연질캡슐(쿠쿠르비트종자유엑스(15~25→1)),(주)유한양행,진녹색의 유상액이 든 암갈색의 타원형 연질캡슐,타원형,갈색,갈색,YH CC,,일반의약품,Cariforman Soft Capsule(Cucurbit Semen Oil Extract(15~25->1)),2590.0,14.7,9.5,9.5,2025,카리포맨연질캡슐(쿠쿠르비트종자유엑스(15~25→1)) | 제조사: (주)유한양행 | 모양: 타원형 | 색상: 갈색 갈색 | 각인: YH CC | 일반의약품 | 진녹색의 유상액이 든 암갈색의 타원형 연질캡슐
202500352,카리포텐연질캡슐(쿠쿠르비트종자유엑스(15~25→1)),코스맥스파마(주),진녹색의 유상 액이 든 암갈색의 타원형 연질캡슐,타원형,갈색,,CM CC,,일반의약품,Caripoten Soft Capsule,2590.0,14.3,8.3,8.3,2025,카리포텐연질캡슐(쿠쿠르비트종자유엑스(15~25→1)) | 제조사: 코스맥스파마(주) | 모양: 타원형 | 색상: 갈색 | 각인: CM CC | 일반의약품 | 진녹색의 유상 액이 든 암갈색의 타원형 연질캡슐
202401098,카바몰플러스정,신일제약(주),흰색의 원형 필름코팅정,원형,하양,,CM+,,일반의약품,Carbamol Plus Tab.,1140.0,10.1,10.1,4.5,2024,카바몰플러스정 | 제조사: 신일제약(주) | 모양: 원형 | 색상: 하양 | 각인: CM+ | 일반의약품 | 흰색의 원형 필름코팅정
202500977,카프릭스정,(주)옵투스제약,연한 청록색의 원형 필름코팅정제,원형,초록,,PS5,RV,일반의약품,Caferix Tablet,1140.0,8.1,8.1,4.2,2025,카프릭스정 | 제조사: (주)옵투스제약 | 모양: 원형 | 색상: 초록 | 각인: PS5 RV | 일반의약품 | 연한 청록색의 원형 필름코팅정제
202501380,카프맥스정,케이엠에스제약(주),연한 청록색의 타원형 필름코팅정제,타원형,초록,,PS0,분할선,일반의약품,CAFEMAX Tablet,1140.0,12.7,7.1,5.5,2025,카프맥스정 | 제조사: 케이엠에스제약(주) | 모양: 타원형 | 색상: 초록 | 각인: PS0 분할선 | 일반의약품 | 연한 청록색의 타원형 필름코팅정제
202501885,"칸데바로정16/2.5mg(칸데사르탄실렉세틸,에스암로디핀베실산염)",현대약품(주),흰색의 양면이 볼록한 원형 필름코팅정,원형,하양,,HD,C2,전문의약품,Candevaro Tab. 16/2.5mg,2140.0,9.6,9.6,5.2,2025,"칸데바로정16/2.5mg(칸데사르탄실렉세틸,에스암로디핀베실산염) | 제조사: 현대약품(주) | 모양: 원형 | 색상: 하양 | 각인: HD C2 | 전문의약품 | 흰색의 양면이 볼록한 원형 필름코팅정"
202501884,"칸데바로정16/5mg(칸데사르탄실렉세틸,에스암로디핀베실산염)",현대약품(주),흰색의 양면이 볼록한 원형 필름코팅정,원형,하양,,HD,C1,전문의약품,Candevaro Tab. 16/5mg,2140.0,9.6,9.6,5.2,2025,"칸데바로정16/5mg(칸데사르탄실렉세틸,에스암로디핀베실산염) | 제조사: 현대약품(주) | 모양: 원형 | 색상: 하양 | 각인: HD C1 | 전문의약품 | 흰색의 양면이 볼록한 원형 필름코팅정"
202501883,"칸데바로정8/2.5mg(칸데사르탄실렉세틸,에스암로디핀베실산염)",현대약품(주),흰색의 양면이 볼록한 원형 필름코팅정,원형,하양,,HD,C3,전문의약품,Candevaro Tab. 8/2.5mg,2140.0,7.5,7.5,4.3,2025,"칸데바로정8/2.5mg(칸데사르탄실렉세틸,에스암로디핀베실산염) | 제조사: 현대약품(주) | 모양: 원형 | 색상: 하양 | 각인: HD C3 | 전문의약품 | 흰색의 양면이 볼록한 원형 필름코팅정"
202501848,"칸데산에스정16/2.5밀리그램(칸데사르탄,에스암로디핀)",명문제약(주),흰색의 양면이 볼록한 원형 필름코팅정,원형,하양,,C2,MM,전문의약품,CANDESAN-S TAB,2140.0,9.6,9.6,5.3,2025,"칸데산에스정16/2.5밀리그램(칸데사르탄,에스암로디핀) | 제조사: 명문제약(주) | 모양: 원형 | 색상: 하양 | 각인: C2 MM | 전문의약품 | 흰색의 양면이 볼록한 원형 필름코팅정"
202501847,"칸데산에스정16/5밀리그램(칸데사르탄,에스암로디핀)",명문제약(주),흰색의 양면이 볼록한 원형 필름코팅정,원형,하양,,C1,MM,전문의약품,CANDESAN-A TAB,2140.0,9.6,9.6,5.3,2025,"칸데산에스정16/5밀리그램(칸데사르탄,에스암로디핀) | 제조사: 명문제약(주) | 모양: 원형 | 색상: 하양 | 각인: C1 MM | 전문의약품 | 흰색의 양면이 볼록한 원형 필름코팅정"
202501846,"칸데산에스정8/2.5밀리그램(칸데사르탄,에스암로디핀)",명문제약(주),흰색의 양면이 볼록한 원형 필름코팅정,원형,하양,,C3,MM,전문의약품,Candesan-S Tab,2140.0,7.5,7.5,4.3,2025,"칸데산에스정8/2.5밀리그램(칸데사르탄,에스암로디핀) | 제조사: 명문제약(주) | 모양: 원형 | 색상: 하양 | 각인: C3 MM | 전문의약품 | 흰색의 양면이 볼록한 원형 필름코팅정"
202200400,칸타벨에이정16/10/40밀리그램,(주)종근당,파란색의 장방형 필름코팅정,타원형,파랑,,CKD,C분할선5,전문의약품,CANTABELL A tab. 16/10/40mg,2190.0,18.8,8.7,5.3,2022,칸타벨에이정16/10/40밀리그램 | 제조사: (주)종근당 | 모양: 타원형 | 색상: 파랑 | 각인: CKD C분할선5 | 전문의약품 | 파란색의 장방형 필름코팅정
202200403,칸타벨에이정16/5/10밀리그램,(주)종근당,밝은 주황색의 달걀형 필름코팅정,타원형,주황,,CKD,C분할선3,전문의약품,CANTABELL A tab. 16/5/10mg,2190.0,11.9,6.8,5.0,2022,칸타벨에이정16/5/10밀리그램 | 제조사: (주)종근당 | 모양: 타원형 | 색상: 주황 | 각인: CKD C분할선3 | 전문의약품 | 밝은 주황색의 달걀형 필름코팅정
202200399,칸타벨에이정16/5/20밀리그램,(주)종근당,진한 분홍색의 달걀형 필름코팅정,타원형,분홍,,CKD,C분할선4,전문의약품,CANTABELL A tab. 16/5/20mg,2190.0,15.5,8.2,5.1,2022,칸타벨에이정16/5/20밀리그램 | 제조사: (주)종근당 | 모양: 타원형 | 색상: 분홍 | 각인: CKD C분할선4 | 전문의약품 | 진한 분홍색의 달걀형 필름코팅정
202200398,칸타벨에이정8/5/10밀리그램,(주)종근당,흰색의 달걀형 필름코팅정,타원형,하양,,CKD,C분할선1,전문의약품,CANTABELL A tab. 8/5/10mg,2190.0,11.9,6.7,4.9,2022,칸타벨에이정8/5/10밀리그램 | 제조사: (주)종근당 | 모양: 타원형 | 색상: 하양 | 각인: CKD C분할선1 | 전문의약품 | 흰색의 달걀형 필름코팅정
202200402,칸타벨에이정8/5/20밀리그램,(주)종근당,밝은 노란색의 달걀형 필름코팅정,타원형,주황,,CKD,C분할선2,전문의약품,CANTABELL A tab. 8/5/20mg,2190.0,15.5,8.2,5.2,2022,칸타벨에이정8/5/20밀리그램 | 제조사: (주)종근당 | 모양: 타원형 | 색상: 주황 | 각인: CKD C분할선2 | 전문의약품 | 밝은 노란색의 달걀형 필름코팅정
202400594,칼디맥정,신신제약(주),녹색의 장방형 필름코팅정,장방형,연두,,SSN,D,일반의약품,Caldimac Tab.,3190.0,12.3,6.2,5.0,2024,칼디맥정 | 제조사: 신신제약(주) | 모양: 장방형 | 색상: 연두 | 각인: SSN D | 일반의약품 | 녹색의 장방형 필름코팅정
202500995,칼디본정,(주)옵투스제약,황갈색의 장방형 필름코팅정,타원형,분홍,,SCD,100,일반의약품,CalDbon Tab.,3110.0,15.1,7.3,5.4,2025,칼디본정 | 제조사: (주)옵투스제약 | 모양: 타원형 | 색상: 분홍 | 각인: SCD 100 | 일반의약품 | 황갈색의 장방형 필름코팅정
202500721,칼디업비디정,(주)휴온스,분홍색의 장방형 필름코팅정,장방형,분홍,,HCP,,일반의약품,Cal-D-Up BD Tab.,3190.0,16.2,7.9,4.9,2025,칼디업비디정 | 제조사: (주)휴온스 | 모양: 장방형 | 색상: 분홍 | 각인: HCP | 일반의약품 | 분홍색의 장방형 필름코팅정
202501030,칼디콤비엔정,(주)일화,황갈색의 장방형 필름코팅정,타원형,분홍,,IHP,cc,일반의약품,.,3110.0,15.1,7.4,5.6,2025,칼디콤비엔정 | 제조사: (주)일화 | 모양: 타원형 | 색상: 분홍 | 각인: IHP cc | 일반의약품 | 황갈색의 장방형 필름코팅정
202401339,칼디텍정,동광제약(주),흰색의 타원형 필름코팅정,타원형,하양,,C,D,일반의약품,CALDITEC Tab.,3210.0,16.6,9.2,6.2,2024,칼디텍정 | 제조사: 동광제약(주) | 모양: 타원형 | 색상: 하양 | 각인: C D | 일반의약품 | 흰색의 타원형 필름코팅정
202100962,칼시맥스500정,한국신텍스제약(주),녹색의 장방형 필름코팅정제,장방형,연두,,nT5,,일반의약품,Calcimax500 Tab.,3210.0,20.5,8.9,6.8,2021,칼시맥스500정 | 제조사: 한국신텍스제약(주) | 모양: 장방형 | 색상: 연두 | 각인: nT5 | 일반의약품 | 녹색의 장방형 필름코팅정제
202500976,칼앤디정,엔비케이제약(주),황갈색의 장방형 필름코팅정,타원형,분홍,,NBK,78,일반의약품,Calndi tab.,3110.0,15.2,7.4,5.7,2025,칼앤디정 | 제조사: 엔비케이제약(주) | 모양: 타원형 | 색상: 분홍 | 각인: NBK 78 | 일반의약품 | 황갈색의 장방형 필름코팅정
202501318,칼엠디정,한미약품(주),녹색의 타원형 필름코팅정,타원형,연두,,CaD,,일반의약품,Cal MD Tab.,3210.0,15.2,8.1,5.5,2025,칼엠디정 | 제조사: 한미약품(주) | 모양: 타원형 | 색상: 연두 | 각인: CaD | 일반의약품 | 녹색의 타원형 필름코팅정
202500605,칼티산정,대우제약(주),분홍색의 장방형 필름코팅정,장방형,분홍,분홍,KTS,,일반의약품,Calthisan TAB.,3190.0,16.1,7.8,5.0,2025,칼티산정 | 제조사: 대우제약(주) | 모양: 장방형 | 색상: 분홍 분홍 | 각인: KTS | 일반의약품 | 분홍색의 장방형 필름코팅정
202400583,케어플러스정,메딕스제약(주),담황색의 타원형 필름코팅정,타원형,주황,,JM,,일반의약품,Careplus Tab.,3190.0,16.3,8.9,7.2,2024,케어플러스정 | 제조사: 메딕스제약(주) | 모양: 타원형 | 색상: 주황 | 각인: JM | 일반의약품 | 담황색의 타원형 필름코팅정
202102394,케이바로정1밀리그램(피타바스타틴칼슘),주식회사제뉴원사이언스,하얀색의 원형 필름코팅정,원형,하양,,KKP,,전문의약품,kbaro tablet 1mg(pitavastatin calcium),2180.0,5.6,5.6,2.3,2021,케이바로정1밀리그램(피타바스타틴칼슘) | 제조사: 주식회사제뉴원사이언스 | 모양: 원형 | 색상: 하양 | 각인: KKP | 전문의약품 | 하얀색의 원형 필름코팅정
202103313,케이바로정4밀리그램(피타바스타틴칼슘),주식회사제뉴원사이언스,연한 노란색의 원형 필름코팅정,원형,주황,,KK4,분할선,전문의약품,kbaro tablet 4mg(pitavastatin calcium),2180.0,8.7,8.7,3.7,2021,케이바로정4밀리그램(피타바스타틴칼슘) | 제조사: 주식회사제뉴원사이언스 | 모양: 원형 | 색상: 주황 | 각인: KK4 분할선 | 전문의약품 | 연한 노란색의 원형 필름코팅정
202402221,케이스민캡슐(디오스민),진양제약(주),"상, 하 녹색의 경질캡슐로서 내용물은 황색분말로 냄새는 없고 맛은 쓰다.",장방형,초록,,JY DIO,,일반의약품,K smin Cap.,2150.0,20.7,7.2,7.2,2024,"케이스민캡슐(디오스민) | 제조사: 진양제약(주) | 모양: 장방형 | 색상: 초록 | 각인: JY DIO | 일반의약품 | 상, 하 녹색의 경질캡슐로서 내용물은 황색분말로 냄새는 없고 맛은 쓰다."
